cell_id,amplified_quantity_ng,percent_cdna_longer_than_400bp,normalized_marker_sum,number_genes,post_patch,transgenic_line,cell_depth,structure,reporter_status,rna_amp_pass_fail,sample_id,class,normalized_marker_sum_bin,total_reads,percent_reads_aligned_to_introns,Malat1,recording_duration,retrieval_duration,extraction_duration,endpipetter,initial_access_resistance_mohm,cell_health,cell_number_in_slice,total_cells_in_slice,slice_name,dataset,percent_reads_Malat1,Ramp total count,Subthreshold Long Square total count,Suprathreshold Long Square total count,Ramp additional count,Subthreshold Long Square additional count,Suprathreshold Long Square additional count,Gouwens_etal_2020,morphology_quality,mapping_quality
864012426,13.7352627894891,44.9,0.8248047585258913,9718.0,nucleus-,Ntsr1-Cre_GN220,48.3,VISp6a,tdt+,Pass,PAS4_190507_452_A01,excitatory,0.9,1399115.0,47.9313891,14205.063409215218,6.014599998792012,1.2166666666666648,2.9833333333333334,3.809597870406161,18.589056,3.0,2.0,5.0,Ntsr1-Cre_GN220;Ai14-460637.04.02,mature,1.420506340921522,5.0,5.0,4.0,2.0,0.0,1.0,False,failed,moderately consistent
682492648,5.82067327603661,35.4,0.419522765289546,3911.0,nucleus-,Pvalb-IRES-Cre,45.5,VISp5,tdt+,Fail,PBS4_180411_506_A01,inhibitory,0.5000000000000001,1229100.0,15.11417879,5811.712618882819,10.712166666984558,1.9833333333333332,,4.824235078056964,13.169804,3.0,2.0,2.0,Pvalb-IRES-Cre;Ai14-383628.04.02,early,0.5811712618882819,,,,,,,False,not assessed,inconsistent
743660509,13.8013298484399,74.9,0.9060917611454667,9159.0,nucleus+,Oxtr-T2A-Cre,50.6,VISp2/3,tdt+,Pass,P2S4_180829_054_A01,inhibitory,1.0,1511371.0,49.64305359,12015.072948977924,4.99693333307902,1.3,1.35,1694.9155254632674,10.405111999999999,3.0,3.0,3.0,Oxtr-T2A-Cre;Ai14-408895.05.01,mature,1.2015072948977923,4.0,3.0,3.0,1.0,0.0,0.0,True,high quality,moderately consistent
657179762,11.8065386777644,65.9,0.9113711017294477,7352.0,nucleus+,Chat-IRES-Cre-neo,69.8,VISp2/3,tdt+,Pass,P9S4_180112_402_A01,inhibitory,1.0,1638973.0,31.54658981,19612.353205973635,3.303833333651225,0.4166666666666667,2.1,1970.3006947319088,13.849165,3.0,2.0,2.0,Chat-IRES-Cre-neo;Ai14-367633.02.01,early,1.9612353205973636,,,,,,,True,insufficient axon,highly consistent
710921090,9.75998063011859,47.099999999999994,0.14855680876844116,5078.0,nucleus+,Sst-IRES-Cre,45.8,VISp,tdt+,Pass,P2S4_180618_056_A01,inhibitory,0.20000000000000004,1247386.0,6.429540682,6696.386307646671,2.387166666984558,0.75,3.3666666666666663,,11.659742999999999,2.0,3.0,3.0,Sst-IRES-Cre;Ai14-395724.04.01,early,0.6696386307646672,,,,,,,False,not assessed,inconsistent
639996724,15.3936982744042,52.0,1.0022559994050944,6406.0,nucleus+,Oxtr-T2A-Cre,48.6,VISp6a,tdt+,Pass,P8S4_171004_352_A01,excitatory,1.1,1424990.0,23.27905927,28437.221316768657,2.3205000003178915,0.4,2.0500000000000003,8990.2507656377,12.582848,,2.0,3.0,Oxtr-T2A-Cre;Ai14-351471.04.02,early,2.843722131676866,,,,,,,False,medium quality,highly consistent
666218416,13.5726212738328,66.5,0.8506785956226555,9787.0,nucleus+,Pvalb-IRES-Cre,56.1,VISp2/3,tdt+,Pass,P8S4_180221_354_A01,inhibitory,0.9,1187520.0,43.86089785,21506.333048837685,3.653833333651225,1.1666666666666667,4.066666666666666,1472.1535376293605,11.764127,3.0,1.0,2.0,Pvalb-IRES-Cre;Ai14-376970.04.02,early,2.1506333048837685,,,,,,,True,failed,highly consistent
759450448,6.56512912222783,58.599999999999994,1.2947574921353853,6294.0,nucleus+,Vip-IRES-Cre,40.3,VISp2/3,tdt+,Pass,PES4_180928_651_A01,inhibitory,,1439476.0,36.53566784,46562.95211324236,2.751883331934611,1.15,1.4833333333333334,2067.18382268576,11.342799999999999,4.0,1.0,2.0,Vip-IRES-Cre;Ai14-416864.05.02,mature,4.6562952113242355,3.0,3.0,4.0,0.0,0.0,1.0,True,medium quality,highly consistent
750733881,14.2193317289591,71.7,0.9610828979976167,9612.0,nucleus+,Sst-IRES-Cre,66.9,VISpm5,tdt+,Pass,PAS4_180911_451_A01,inhibitory,1.0,956507.0,39.42865917,51233.7428741732,2.7465499957402546,1.2333333333333334,3.333333333333333,3566.122324082579,9.483721,4.0,1.0,1.0,Sst-IRES-Cre;Ai14-412555.04.02,mature,5.12337428741732,3.0,3.0,3.0,0.0,0.0,0.0,True,insufficient axon,highly consistent
908615401,28.3558096014088,68.89999999999999,0.909068605874243,10356.0,nucleus+,Rbp4-Cre_KL100,32.1,VISp5,tdt+,Pass,P1S4_190718_003_A01,excitatory,1.0,1698954.0,48.17639278,25489.940917018474,8.311883330345154,1.9166666666666667,1.85,3041.8250321855976,10.816125,4.0,3.0,5.0,Rbp4-Cre_KL100;Ai14-475349.04.01,mature,2.5489940917018474,3.0,6.0,3.0,0.0,1.0,0.0,False,high quality,highly consistent
989467159,11.7037248071051,61.7,0.8494783546588222,8163.0,nucleus+,Glt25d2-Cre_NF107,36.3,VISp5,tdt+,Pass,PFS4_191122_704_A01,excitatory,0.9,501592.0,36.45123326,29081.042611867273,5.287349994977316,4.683333333333334,1.7833333333333332,1915.4027022297432,7.9806799999999996,2.0,1.0,1.0,Glt25d2-Cre_NF107;Ai14-498266.04.02,mature,2.908104261186727,3.0,7.0,3.0,0.0,2.0,0.0,False,high quality,highly consistent
659934473,15.3082127172703,55.800000000000004,0.9066872324455958,9774.0,nucleus+,Sst-IRES-Cre,67.2,VISp5,tdt+,Pass,P1S4_180131_003_A01,inhibitory,1.0,972927.0,39.41767664,21998.319848839397,2.187166666984558,0.5333333333333333,2.066666666666667,2712.4062173099232,7.6995825,4.0,3.0,4.0,Sst-IRES-Cre;Ai14-372548.03.01,early,2.19983198488394,,,,,,,True,insufficient axon,highly consistent
727897981,6.15553869530678,45.9,0.4727365233023847,6129.0,nucleus-,Sst-IRES-Cre,55.8,VISp6a,tdt+,Pass,PBS4_180731_505_A01,inhibitory,0.5000000000000001,1500591.0,3.759453421,515.2755684988305,1.3205000003178915,0.6,,,13.96032,3.0,4.0,4.0,Sst-IRES-Cre;Ai14-405111.03.01,mature,0.05152755684988304,,,,,,,True,insufficient axon,moderately consistent
746999234,23.1590732123451,71.0,1.1433607667803838,10657.0,nucleus+,Sst-IRES-Cre,72.7,VISp5,tdt+,Pass,PBS4_180907_506_A01,inhibitory,1.2,1315366.0,32.22965599,19718.40858598741,2.400166662534078,1.7,,3669.72524904462,9.533026,4.0,1.0,4.0,Sst-IRES-Cre;Ai14-412557.03.01,mature,1.971840858598741,3.0,4.0,3.0,0.0,1.0,0.0,True,insufficient axon,highly consistent
898558730,18.7085756269625,69.6,0.9982671480266717,9230.0,nucleus+,Gad2-IRES-Cre,32.2,VISp6a,tdt-,Pass,P1S4_190701_004_A01,excitatory,1.0,1308711.0,48.42792476,18559.66249171919,5.340833338101705,2.6666666666666665,1.1333333333333333,1386.4820079827007,12.069595,4.0,4.0,4.0,Gad2-IRES-Cre;Ai14-471959.04.01,mature,1.855966249171919,3.0,5.0,3.0,0.0,0.0,0.0,False,medium quality,highly consistent
787961013,18.7095119544425,64.5,1.00001376136185,9039.0,nucleus+,Sst-IRES-Cre,63.3,VISp5,tdt+,Pass,PAS4_181129_451_A01,inhibitory,1.1,1778642.0,41.87765984,23369.59033370725,9.572366666793824,0.7166666666666667,3.2166666666666663,2201.8353806011487,11.478091,4.0,1.0,1.0,Sst-IRES-Cre;Ai14-426169.06.02,mature,2.336959033370725,3.0,5.0,5.0,0.0,0.0,2.0,True,failed,highly consistent
666046495,15.9576053722539,67.4,0.7582386535931933,9368.0,nucleus+,Pvalb-IRES-Cre,44.0,VISp2/3,tdt+,Pass,P8S4_180221_351_A01,inhibitory,0.8,1484299.0,51.46407826,16995.999822496087,3.670500000317892,0.6,2.3666666666666667,,9.653271,2.0,1.0,1.0,Pvalb-IRES-Cre;Ai14-376967.03.02,early,1.6995999822496086,,,,,,,True,failed,moderately consistent
858254874,19.8551535533705,56.89999999999999,1.3689282758183494,9471.0,nucleus+,Sncg-IRES2-FlpO-neo,57.2,VISpor2/3,tdt+,Pass,P8S4_190426_353_A01,inhibitory,,1178874.0,44.57489049,15380.746958756215,4.781583333015442,2.6,1.0499999999999998,,14.401937,3.0,1.0,2.0,Sncg-IRES2-FlpO-neo;Ai65F-453077.03.02,mature,1.5380746958756217,3.0,5.0,3.0,0.0,0.0,0.0,True,high quality,highly consistent
656900237,13.5054768302642,49.1,0.4892059769921535,4988.0,nucleus+,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO,65.4,VISp5,tdt+,Pass,PAS4_180108_453_A01,inhibitory,0.5000000000000001,1378164.0,36.24347804,37132.77863047634,2.703833333651225,2.083333333333333,2.4666666666666663,2247.501028824225,11.971083,2.0,1.0,1.0,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-367940.04.01,early,3.7132778630476344,,,,,,,True,failed,highly consistent
683528177,7.32980251406101,41.3,0.3995426635114201,5011.0,nucleus-,Gad2-IRES-Cre,53.6,VISp,tdt+,Pass,P9S4_180413_403_A01,excitatory,0.4,1171091.0,14.9602931,3188.916805332303,3.687166666984558,0.5833333333333334,5.6000000000000005,,9.832146999999999,3.0,2.0,3.0,Gad2-IRES-Cre;Ai14-383745.03.01,early,0.3188916805332303,,,,,,,False,not assessed,highly consistent
805639828,21.0393283626748,75.4,1.0304442554221338,10034.0,nucleus+,Sst-IRES-Cre,44.2,VISp6a,tdt+,Pass,P8S4_190108_353_A01,inhibitory,1.1,672710.0,45.8875012,35507.55939524838,5.242833336194356,2.45,10.93333333333333,1525.7472072012952,13.930072,3.0,2.0,3.0,Sst-IRES-Cre;Ai14-434647.03.02,mature,3.550755939524839,3.0,6.0,3.0,0.0,1.0,0.0,True,high quality,highly consistent
973845859,7.31712083519062,41.699999999999996,0.4806557500854827,6037.0,nucleus+,Esr2-IRES2-Cre,31.6,VISp5,tdt-,Pass,PFS4_191029_702_A01,excitatory,0.5000000000000001,773983.0,13.51287538,14694.457628152268,6.661383334795634,1.1833333333333331,1.7666666666666668,3473.2276148756637,8.250468,2.0,2.0,3.0,Esr2-IRES2-Cre;Ai14-494673.05.02,mature,1.4694457628152267,3.0,23.0,10.0,0.0,18.0,7.0,False,failed,inconsistent
977057490,13.9491856063066,40.8,0.6067966061481007,9925.0,nucleus+,Ctgf-T2A-dgCre,60.1,VISp5,tdt+,Pass,PFS4_191105_705_A01,excitatory,0.7000000000000001,777687.0,51.60336828,18634.17675436589,2.8431666692097983,1.5666666666666669,2.583333333333334,288.11531579653087,7.36442,3.0,1.0,1.0,Ctgf-T2A-dgCre;Ai14-495723.06.01,mature,1.8634176754365892,4.0,6.0,5.0,1.0,1.0,2.0,False,failed,highly consistent
778302965,12.699642613175,60.699999999999996,0.8368312641311826,9450.0,nucleus+,Sst-IRES-Cre;Th-P2A-FlpO,38.9,VISp5,tdt+,Pass,PFS4_181113_705_A01,inhibitory,0.9,1310803.0,20.10163282,10806.436256307721,8.133216667175294,0.8166666666666667,1.6833333333333351,5687.204745122159,2.5322299999999998,3.0,1.0,2.0,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-424963.01.02,mature,1.080643625630772,18.0,6.0,3.0,15.0,1.0,0.0,True,failed,highly consistent
756109552,13.1535543430928,68.4,0.7117018186128105,8702.0,nucleus+,Pvalb-IRES-Cre,36.5,VISp5,tdt+,Pass,P8S4_180920_356_A01,inhibitory,0.8,1650907.0,53.03038874,22814.733786441306,3.547716665267944,1.55,2.4000000000000004,,18.036255999999998,4.0,1.0,1.0,Pvalb-IRES-Cre;Ai14-413971.04.01,mature,2.2814733786441304,3.0,3.0,3.0,0.0,0.0,0.0,True,high quality,highly consistent
834083607,11.4529133697804,47.599999999999994,0.826903690393575,9383.0,nucleus+,Ntsr1-Cre_GN220,33.1,VISli6a,tdt+,Pass,PAS4_190307_457_A01,excitatory,0.9,1124578.0,28.64116874,16515.814530267828,8.028716667493184,0.95,5.933333333333334,16.2472774731083,14.234147,4.0,3.0,3.0,Ntsr1-Cre_GN220;Ai14-446090.03.02,mature,1.6515814530267827,3.0,7.0,3.0,0.0,2.0,0.0,False,medium quality,moderately consistent
643251265,17.9062865031242,42.4,0.7894679120800123,6309.0,nucleus+,Gad2-IRES-Cre,58.1,VISpor5,tdt+,Pass,PBS4_171013_502_A01,inhibitory,0.8,1648720.0,33.88758752,59660.356256928935,3.0371166706085204,1.8,0.2166666666666665,1705.472110682881,14.762027999999999,,1.0,2.0,Gad2-IRES-Cre;Ai14-352690.03.01,early,5.966035625692894,,,,,,,False,high quality,highly consistent
643697447,199.697126453372,64.5,0.8098762422135094,8289.0,nucleus+,Pdyn-T2A-CreERT2,66.6,VISp5,tdt+,Fail,P8S4_171018_351_A01,inhibitory,0.9,1243065.0,32.75840811,45212.69114071574,4.453833333651224,0.45,2.4666666666666663,212.30857776980122,10.632349,,1.0,2.0,Pdyn-T2A-CreERT2;Ai14-353430.04.02,early,4.521269114071575,,,,,,,True,not assessed,highly consistent
680779245,5.57403050335663,51.0,0.4743079837071715,4305.0,nucleus-,Sst-IRES-Cre,70.1,VISp2/3,tdt+,Fail,P9S4_180406_402_A01,excitatory,0.5000000000000001,1353218.0,14.23010544,1639.8882628596912,6.737166666984559,0.8666666666666667,1.8833333333333333,4.658238611227492,14.900832,2.0,2.0,2.0,Sst-IRES-Cre;Ai14-382544.04.01,early,0.16398882628596914,,,,,,,False,not assessed,inconsistent
683455020,3.79758607265596,38.0,0.15821044665892292,3502.0,nucleus-,Vip-IRES-Cre,48.0,VISp,tdt+,Fail,P1S4_180413_003_A01,inhibitory,0.20000000000000004,1387931.0,4.881665007,390.2086922456433,6.478833333651225,0.3,0.8166666666666667,1128.9350399999998,12.379773,4.0,3.0,4.0,Vip-IRES-Cre;Ai14-383357.03.01,early,0.03902086922456434,,,,,,,False,not assessed,inconsistent
643506594,30.64236476811,32.2,0.7411700431424865,7431.0,nucleus+,Chrna2-Cre_OE25,70.6,VISp5,tdt+,Pass,P8S4_171016_354_A01,excitatory,0.8,1401963.0,36.06590125,42863.87125272082,2.7538333336512246,0.5333333333333314,2.2666666666666666,31.855520843743474,8.322254,,2.0,2.0,Chrna2-Cre_OE25;Ai14-355016.04.02,early,4.286387125272082,,,,,,,False,failed,highly consistent
886979044,7.79770611542199,26.900000000000002,0.17176037087231852,2776.0,nucleus+,Pvalb-IRES-Cre,47.9,VISp,tdt+,Fail,P1S4_190614_001_A01,inhibitory,0.20000000000000004,893460.0,12.45566694,5290.465428313429,6.389583333333333,0.8833333333333333,2.5166666666666666,238.972464,13.983410999999998,5.0,3.0,3.0,Pvalb-IRES-Cre;Ai14-468417.04.02,mature,0.5290465428313429,3.0,6.0,3.0,0.0,1.0,0.0,False,not assessed,inconsistent
649008116,10.4857801146806,46.9,0.5350841411939007,5623.0,nucleus-,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO,77.4,VISp1,tdt+,Pass,PBS4_171116_503_A01,inhibitory,0.6000000000000001,1615075.0,5.76984159,2973.400279935471,3.3205000003178915,1.8333333333333333,,883.1600466335304,19.079376,3.0,1.0,1.0,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-358897.04.02,early,0.29734002799354714,,,,,,,True,medium quality,highly consistent
665478543,11.7947841387699,59.0,0.8733607527108431,9107.0,nucleus+,Sst-IRES-Cre,53.7,VISp5,tdt+,Pass,P8S4_180220_351_A01,inhibitory,0.9,1124123.0,22.05992387,20188.067453087588,2.3705000003178918,0.7,2.1500000000000004,,9.412989,3.0,1.0,1.0,Sst-IRES-Cre;Ai14-376201.04.02,early,2.018806745308759,,,,,,,True,medium quality,highly consistent
759529127,12.9756967347346,57.4,1.166913918464753,8406.0,nucleus+,Vip-IRES-Cre;Npy-IRES2-FlpO,67.5,VISp2/3,tdt+,Pass,PES4_180928_655_A01,inhibitory,1.2,1500937.0,42.22409902,18352.41465724719,2.7604166666666665,1.100000000000002,5.616666666666667,,14.703296,3.0,3.0,3.0,Vip-IRES-Cre;Npy-IRES2-FlpO;Ai65-415350.05.01,mature,1.8352414657247191,3.0,3.0,4.0,0.0,0.0,1.0,True,medium quality,highly consistent
703274727,7.62283240954419,37.4,0.47819869530154435,6198.0,nucleus+,Sst-IRES-Cre,55.9,VISp5,tdt+,Fail,PAS4_180529_454_A01,inhibitory,0.5000000000000001,1098368.0,30.12585575,11532.009126291772,7.387166666984558,1.3166666666666669,0.9666666666666666,7.168447546692692,12.281732,2.0,1.0,1.0,Sst-IRES-Cre;Ai14-392697.02.02,early,1.1532009126291773,,,,,,,True,not assessed,moderately consistent
824995099,3.19648514173368,42.5,0.4683206620369263,4171.0,nucleus+,Slc17a6-IRES-Cre,36.5,VISp6a,tdt+,Fail,PAS4_190218_460_A01,excitatory,0.5000000000000001,1129672.0,17.80131828,10718.677708693445,2.899933338165283,1.0833333333333333,4.6000000000000005,4.897965751760991e-08,12.798216,4.0,2.0,3.0,Slc17a6-IRES-Cre;Ai14-443197.05.01,mature,1.0718677708693445,3.0,7.0,3.0,0.0,2.0,0.0,False,not assessed,inconsistent
993276835,9.24212896192418,57.599999999999994,0.7989916362095328,7341.0,nucleus+,Etv1-CreERT2;Sst-IRES-FlpO,72.7,VISp4,tdt+,Pass,P1S4_191209_003_A01,inhibitory,0.8,856777.0,41.45316172,32004.717368643007,4.394900004069011,3.533333333333333,1.8833333333333335,60.87045621815577,18.266223999999998,4.0,2.0,2.0,Etv1-CreERT2;Sst-IRES-FlpO;Ai65-500806.04.01,mature,3.2004717368643005,5.0,13.0,5.0,2.0,8.0,2.0,True,failed,moderately consistent
657366321,15.5405937979807,64.7,0.947671306845814,9095.0,nucleus+,Sst-IRES-Cre,48.5,VISp5,tdt+,Pass,P9S4_180115_402_A01,inhibitory,1.0,1854240.0,47.12231713,13985.269118550921,3.1205000003178918,0.2666666666666666,1.45,2865.270469006773,12.062897,2.0,2.0,2.0,Sst-IRES-Cre;Ai14-368770.04.01,early,1.3985269118550923,,,,,,,True,insufficient axon,highly consistent
819552620,14.9320348821423,61.4,0.833209282503955,9025.0,nucleus+,Sst-IRES-Cre,38.7,VISp4,tdt+,Pass,PXS4_190207_001_A01,inhibitory,0.9,1577729.0,38.60183958,32177.250041891046,11.072499998410542,0.65,1.4833333333333334,2937.577163584979,12.421807999999999,4.0,1.0,1.0,Sst-IRES-Cre;Ai167-441789.03.01,mature,3.2177250041891043,3.0,28.0,4.0,0.0,23.0,1.0,True,failed,highly consistent
658054755,8.05206577190287,46.400000000000006,0.4597420691787719,4902.0,nucleus+,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO,57.9,VISp,tdt+,Fail,P8S4_180123_351_A01,inhibitory,0.5000000000000001,1520864.0,16.75211843,6172.789347807834,5.020500000317892,1.5166666666666666,3.333333333333333,1244.0731070372174,14.975527,3.0,1.0,1.0,Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-368761.04.02,early,0.6172789347807834,,,,,,,False,not assessed,inconsistent
